"block_group_id","lat","long","tree_count","address_clean"
"510131029012",38.8424688,-77.1038953,1,"2619 S Walter Reed Dr., Arlington County, Virginia, 22206"
"510131029012",38.8424728,-77.1025316,1,"4849 S. 27th Rd, Arlington County, Virginia,"
"510131029022",38.8425312,-77.0987938,1,"4624 28th Road S, Arlington County, Virginia, 22206"
"510131029022",38.842588,-77.094844,3,"2580 S. Arlington Mill Drive, Arlington County, Virginia,"
"510131029022",38.8427797,-77.0979318,1,"4622 28th Rd. S, Arlington County, Virginia,"
"510131029012",38.8428004,-77.1019607,1,"4835 27th Road S, Arlington County, Virginia,"
"510131028022",38.8428009,-77.1070981,2,"5026 23rd St S, Arlington County, Virginia, 22206"
"510131029022",38.8429374,-77.0980972,2,"4606 28th Road S, Arlington County, Virginia, 22206"
"510131029022",38.8429502,-77.0974782,1,"2842 S. Wakefield Street, Arlington County, Virginia, 22206"
"510131029022",38.8429625,-77.096491,1,"2835 S. Wakefield Rd., Arlington County, Virginia,"
"510131029022",38.84301203,-77.094833,4,"2584 S Arlington Mill Dr, Arlington County, Virginia, 22206"
"510131029012",38.8430224,-77.1016173,2,"4817 27TH ROAD S, Arlington County, Virginia, 22206"
"510131028022",38.843053,-77.1051313,2,"2420 S Dinwiddie St, Arlington County, Virginia, 22206"
"510131029022",38.8430762,-77.0982968,1,"4610 28th Rd. S, Arlington County, Virginia,"
"510131029022",38.8431537,-77.0983088,1,"4608 28th Rd. S, Arlington County, Virginia,"
"510131029022",38.843195,-77.098221,1,"4602 28th Rd. S, Arlington County, Virginia,"
"510131029022",38.8432489,-77.0981836,1,"4604 28th Road S, Arlington County, Virginia, 22206"
"510131029022",38.8433184,-77.0978226,1,"2826 S. Wakefield St., Arlington County, Virginia, 22206"
"510131029012",38.8435214,-77.0987826,1,"4609 28th Rd. S, Arlington County, Virginia,"
"510131029012",38.8435357,-77.0994889,1,"4613 28th Rd S, Arlington County, Virginia, 22206"
"510131029022",38.8435523,-77.0948177,1,"2598-G S Arlington Mill Drive, Arlington County, Virginia, 22206"
"510131029022",38.8435748,-77.0973422,1,"2827 S. Wakefield Street, Arlington County, Virginia, 22206"
"510131029012",38.8436099,-77.0994953,1,"4635 28th Road S, Arlington County, Virginia, 22206"
"510131029012",38.843655,-77.099452,1,"4611 28th Rd. S, Arlington County, Virginia, 22206"
"510131029012",38.8436641,-77.0994187,1,"4633 28th Road S, Arlington County, Virginia, 22206"
"510131029012",38.8437106,-77.0993496,1,"4631 28th Rd. S, Arlington County, Virginia,"
"510131029012",38.8437249,-77.0985351,1,"4601 28th Rd. S, Arlington County, Virginia,"
"510131029012",38.8437557,-77.1006665,1,"2519 S Walter Reed Dr., Arlington County, Virginia, 22206"
"510131029012",38.8437916,-77.0996522,1,"2509 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131029022",38.8439514,-77.0972627,1,"4552 28th Road S., Arlington County, Virginia, 22206"
"510131029012",38.8439671,-77.0995842,1,"2507 S Walter Reed Dr, Arlington County, Virginia,"
"510131028022",38.8440308,-77.1040861,1,"2428 South Culpeper Street, Arlington County, Virginia, 22206"
"510131028022",38.8441166,-77.1070082,1,"2224 S. Dinwiddie St, Arlington County, Virginia, 22206"
"510131029022",38.8442418,-77.0965214,1,"4524 28th Road S., Arlington County, Virginia, 22206"
"510131029022",38.8443711,-77.096743,3,"4534 28th Road S., Arlington County, Virginia, 22206"
"510131029012",38.84438008,-77.0996592,1,"2501 S Walter Reed Dr, Arlington County, Virginia, 22206"
"510131029012",38.8443801,-77.0996592,1,"2501 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131028021",38.8444026,-77.1048953,1,"2407 S Culpeper St, Arlington County, Virginia, 22206"
"510131028022",38.8444078,-77.1067385,1,"2221 S Dinwiddie St, Arlington County, Virginia, 22206"
"510131037002",38.844455,-77.058752,1,"3115 S Hayes Street, Arlington County, Virginia, 22202"
"510131037002",38.8445343,-77.0587426,1,"3113 S. Hayes St., Arlington County, Virginia, 22202"
"510131029022",38.8445729,-77.0960765,1,"4518 28th Road S., Arlington County, Virginia, 22206"
"510131031002",38.8446408,-77.0856673,1,"2617 S Kenmore Ct, Arlington County, Virginia, 22206"
"510131037002",38.8446416,-77.0587395,1,"3111 S Hayes St., Arlington County, Virginia, 22202"
"510131031002",38.844672,-77.085701,2,"2619 S Kenmore Ct, Arlington County, Virginia, 22206"
"510131029012",38.8447204,-77.0978719,1,"2427 S Walter Reed Drive, Arlington County, Virginia, 22206"
"510131031002",38.8447622,-77.0868114,2,"3521 S Four Mile Run Dr., Arlington County, Virginia, 22206"
"510131031002",38.8447812,-77.0852615,1,"3300 Kemper, Arlington County, Virginia, 22206"
"510131031002",38.844792,-77.085235,2,"3300 S Kemper Road, Arlington County, Virginia, 22206"
"510131029022",38.8447976,-77.095859,2,"4500 28th Road S., Arlington County, Virginia, 22206"
"510131029012",38.8447995,-77.097935,1,"2431 S. Walter Reed Dr, Arlington County, Virginia, 22206"
"510131028022",38.844851,-77.0991918,1,"2428 S. Walter Reed Drive, Arlington County, Virginia,"
"510131031002",38.8448616,-77.0859184,1,"2627 S Kenmore Ct, Arlington County, Virginia, 22206"
"510131028021",38.8449082,-77.1006651,2,"2540 E S. Walter Reed Dr, Arlington County, Virginia, 22206"
"510131028021",38.84490826,-77.10066224,1,"2540 S Walter Reed Dr, Arlington County, Virginia,"
"510131028021",38.8450193,-77.0997207,1,"2404 E S. Walter Reed Drive, Arlington County, Virginia,"
"510131029012",38.8450254,-77.0958765,1,"4267 28th Road S, Arlington County, Virginia, 22206"
"510131029012",38.8450413,-77.0965076,1,"4517 28th Road S., Arlington County, Virginia, 22206"
"510131029012",38.8450567,-77.096888,1,"4523 28th Road S., Arlington County, Virginia, 22206"
"510131028021",38.84511,-77.1000552,3,"2514 E S. Walter Reed Dr, Arlington County, Virginia, 22206"
"510131028021",38.8451193,-77.0997331,2,"2400 A S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131037002",38.8451349,-77.0608762,5,"830 31st St S, Arlington County, Virginia, 22202"
"510131028021",38.8451518,-77.1010097,1,"2530 S. Walter Reed Drive, Arlington County, Virginia, 22206"
"510131037002",38.8451652,-77.061146,1,"834 31st ST S, Arlington County, Virginia, 22202"
"510131031002",38.845188,-77.0848248,2,"2563 S Kemper Road, Arlington County, Virginia, 22206"
"510131031002",38.845218,-77.086901,2,"2648 S Kenmore Ct, Arlington County, Virginia, 22206"
"510131031002",38.845258,-77.085869,1,"2600 S Kenmore Ct. Arlington VA, Arlington County, Virginia, 22206"
"510131031002",38.8452939,-77.0850548,1,"3317 S Kemper Road, Arlington County, Virginia, 22206"
"510131029012",38.8452963,-77.0964027,1,"4501 28th Road S., Arlington County, Virginia, 22206"
"510131028021",38.8453306,-77.1005633,1,"2518 A S. Walter Reed Dr, Arlington County, Virginia, 22206"
"510131037002",38.8453896,-77.0584926,1,"707 31st St S, Arlington County, Virginia, 22202"
"510131028016",38.8454376,-77.1098403,1,"1437 Greenbriar St, Arlington County, Virginia, 22206"
"510131031002",38.8454575,-77.0852483,2,"2563 S Kenmore Ct, Arlington County, Virginia, 22206"
"510131028021",38.8454587,-77.1001119,1,"2510 E S. Walter Reed Drive, Arlington County, Virginia,"
"510131031002",38.845555,-77.087039,1,"3453 S Kemper Rd., Arlington County, Virginia, 22206"
"510131031002",38.8455847,-77.0855523,1,"3321 S Kemper Road, Arlington County, Virginia, 22206"
"510131031002",38.845616,-77.086554,1,"3429 S Kemper Road, Arlington County, Virginia, 22206"
"510131031002",38.845628,-77.085804,3,"3357 S Kemper Road, Arlington County, Virginia, 22206"
"510131031002",38.845655,-77.0860639,1,"3401 S Kemper Road, Arlington County, Virginia, 22206"
"510131028021",38.8456555,-77.0992428,2,"2500 A S. Walter Reed, Arlington County, Virginia,"
"510131028022",38.845663,-77.1050302,1,"2306 S Buchanan Street, Arlington County, Virginia, 22206"
